ref	object	object_type	peeled_object	peeled_type	created_at	subject	original_url	commit_url
refs/tags/v4.19-rc4	5f552f3827718b54ef7a5737d4915258cccdff65	tag	7876320f88802b22d4e2daf7eb027dd14175a0f8	commit	2018-09-16T11:53:21-07:00	Linux 4.19-rc4	https://github.com/extfuse/linux/releases/tag/v4.19-rc4	https://github.com/extfuse/linux/commit/7876320f88802b22d4e2daf7eb027dd14175a0f8
refs/tags/v4.19-rc5	cb786f94f5dacf1c20dc0b1f6b0c11edaa791554	tag	6bf4ca7fbc85d80446ac01c0d1d77db4d91a6d84	commit	2018-09-23T19:15:31+02:00	This is the 4.19-rc5 stable release	https://github.com/extfuse/linux/releases/tag/v4.19-rc5	https://github.com/extfuse/linux/commit/6bf4ca7fbc85d80446ac01c0d1d77db4d91a6d84
refs/tags/v4.19-rc6	ee3051afbc525f33f4a921c971290cf3bb264fba	tag	17b57b1883c1285f3d0dc2266e8f79286a7bef38	commit	2018-09-30T07:42:10-07:00	This is the 4.19-rc6 release	https://github.com/extfuse/linux/releases/tag/v4.19-rc6	https://github.com/extfuse/linux/commit/17b57b1883c1285f3d0dc2266e8f79286a7bef38
refs/tags/v4.19-rc7	8c7d64c58fc97a3db97d6f2f6c30c6a70b55cc45	tag	0238df646e6224016a45505d2c111a24669ebe21	commit	2018-10-07T17:35:13+02:00	This is the 4.19-rc7 release	https://github.com/extfuse/linux/releases/tag/v4.19-rc7	https://github.com/extfuse/linux/commit/0238df646e6224016a45505d2c111a24669ebe21
refs/tags/v4.19-rc8	9b6bcb55ef5b3293c6bb647dbbe4d14f8082dfda	tag	35a7f35ad1b150ddf59a41dcac7b2fa32982be0e	commit	2018-10-15T07:36:27+02:00	This is the 4.19-rc8 release	https://github.com/extfuse/linux/releases/tag/v4.19-rc8	https://github.com/extfuse/linux/commit/35a7f35ad1b150ddf59a41dcac7b2fa32982be0e
refs/tags/v4.2	ac9d1de8ac6a4eeed646f2bfc7791b0b3f532e38	tag	64291f7db5bd8150a74ad2036f1037e6a0428df2	commit	2015-08-30T11:34:17-07:00	Linux 4.2	https://github.com/extfuse/linux/releases/tag/v4.2	https://github.com/extfuse/linux/commit/64291f7db5bd8150a74ad2036f1037e6a0428df2
refs/tags/v4.2-rc1	1e951912027ea6873da6985b91e50c47f645ae1a	tag	d770e558e21961ad6cfdf0ff7df0eb5d7d4f0754	commit	2015-07-05T11:02:06-07:00	Linux 4.2-rc1	https://github.com/extfuse/linux/releases/tag/v4.2-rc1	https://github.com/extfuse/linux/commit/d770e558e21961ad6cfdf0ff7df0eb5d7d4f0754
refs/tags/v4.2-rc2	7e67591243ec4ae951e69811b6b155c2c2ca8447	tag	bc0195aad0daa2ad5b0d76cce22b167bc3435590	commit	2015-07-12T15:10:36-07:00	Linux 4.2-rc2	https://github.com/extfuse/linux/releases/tag/v4.2-rc2	https://github.com/extfuse/linux/commit/bc0195aad0daa2ad5b0d76cce22b167bc3435590
refs/tags/v4.2-rc3	a0ff0d2281af2d44f49e2b8f05199778c152a6a4	tag	52721d9d3334c1cb1f76219a161084094ec634dc	commit	2015-07-19T14:45:24-07:00	Linux 4.2-rc3	https://github.com/extfuse/linux/releases/tag/v4.2-rc3	https://github.com/extfuse/linux/commit/52721d9d3334c1cb1f76219a161084094ec634dc
refs/tags/v4.2-rc4	e84837c3908251707c7c161141fbf6173ee50c6a	tag	cbfe8fa6cd672011c755c3cd85c9ffd4e2d10a6f	commit	2015-07-26T12:26:34-07:00	Linux 4.2-rc4	https://github.com/extfuse/linux/releases/tag/v4.2-rc4	https://github.com/extfuse/linux/commit/cbfe8fa6cd672011c755c3cd85c9ffd4e2d10a6f
refs/tags/v4.2-rc5	1881e83be5b9d3ea40d7b72a81098c68d7577fdb	tag	74d33293e467df61de1b1d8b2fbe29e550dec33b	commit	2015-08-02T18:35:11-07:00	Linux 4.2-rc5	https://github.com/extfuse/linux/releases/tag/v4.2-rc5	https://github.com/extfuse/linux/commit/74d33293e467df61de1b1d8b2fbe29e550dec33b
refs/tags/v4.2-rc6	52c056f2619406a65358601d23251c0b7fba8e0e	tag	f7644cbfcdf03528f0f450f3940c4985b2291f49	commit	2015-08-09T15:54:50-04:00	Linux 4.2-rc6	https://github.com/extfuse/linux/releases/tag/v4.2-rc6	https://github.com/extfuse/linux/commit/f7644cbfcdf03528f0f450f3940c4985b2291f49
refs/tags/v4.2-rc7	abb8a3b0b6fdb4f9ffe6fa90109a0f5ec0a4754d	tag	2c6625cd545bdd66acff14f3394865d43920a5c7	commit	2015-08-16T16:34:24-07:00	Linux 4.2-rc7	https://github.com/extfuse/linux/releases/tag/v4.2-rc7	https://github.com/extfuse/linux/commit/2c6625cd545bdd66acff14f3394865d43920a5c7
refs/tags/v4.2-rc8	3ea11d4a2e3e1fad39c07dfc1ce8c952cec0a2c4	tag	c13dcf9f2d6f5f06ef1bf79ec456df614c5e058b	commit	2015-08-23T20:53:08-07:00	Linux 4.2-rc8	https://github.com/extfuse/linux/releases/tag/v4.2-rc8	https://github.com/extfuse/linux/commit/c13dcf9f2d6f5f06ef1bf79ec456df614c5e058b
refs/tags/v4.20	012caf0bb40788cf3c7b876bababe810007b9996	tag	8fe28cb58bcb235034b64cbbb7550a8a43fd88be	commit	2018-12-23T15:56:06-08:00	Linux 4.20	https://github.com/extfuse/linux/releases/tag/v4.20	https://github.com/extfuse/linux/commit/8fe28cb58bcb235034b64cbbb7550a8a43fd88be
refs/tags/v4.20-rc1	29d82febb3f92e64c1c4826be4c130804c50707e	tag	651022382c7f8da46cb4872a545ee1da6d097d2a	commit	2018-11-04T15:38:03-08:00	Linux 4.20-rc1	https://github.com/extfuse/linux/releases/tag/v4.20-rc1	https://github.com/extfuse/linux/commit/651022382c7f8da46cb4872a545ee1da6d097d2a
refs/tags/v4.20-rc2	f615b81baa686db72c59f3a4e5ad953cbdf6b9d7	tag	ccda4af0f4b92f7b4c308d3acc262f4a7e3affad	commit	2018-11-11T17:12:54-06:00	Linux 4.20-rc2	https://github.com/extfuse/linux/releases/tag/v4.20-rc2	https://github.com/extfuse/linux/commit/ccda4af0f4b92f7b4c308d3acc262f4a7e3affad
refs/tags/v4.20-rc3	b9f688725cc0236a778e942fe4da2edd706a33af	tag	9ff01193a20d391e8dbce4403dd5ef87c7eaaca6	commit	2018-11-18T13:33:52-08:00	Linux 4.20-rc3	https://github.com/extfuse/linux/releases/tag/v4.20-rc3	https://github.com/extfuse/linux/commit/9ff01193a20d391e8dbce4403dd5ef87c7eaaca6
refs/tags/v4.20-rc4	e8bc1380f83ffb81f6c4faccf38beba81b905a57	tag	2e6e902d185027f8e3cb8b7305238f7e35d6a436	commit	2018-11-25T14:19:39-08:00	Linux 4.20-rc4	https://github.com/extfuse/linux/releases/tag/v4.20-rc4	https://github.com/extfuse/linux/commit/2e6e902d185027f8e3cb8b7305238f7e35d6a436
refs/tags/v4.20-rc5	7930acef24ef5700d5f4185ec3ec633058ccf542	tag	2595646791c319cadfdbf271563aac97d0843dc7	commit	2018-12-02T15:08:02-08:00	Linux 4.20-rc5	https://github.com/extfuse/linux/releases/tag/v4.20-rc5	https://github.com/extfuse/linux/commit/2595646791c319cadfdbf271563aac97d0843dc7
refs/tags/v4.20-rc6	cba6e81694201f001b4aa80c0366db5b6091666d	tag	40e020c129cfc991e8ab4736d2665351ffd1468d	commit	2018-12-09T15:31:09-08:00	Linux 4.20-rc6	https://github.com/extfuse/linux/releases/tag/v4.20-rc6	https://github.com/extfuse/linux/commit/40e020c129cfc991e8ab4736d2665351ffd1468d
refs/tags/v4.20-rc7	264cdddbff3029302e355cd7a00d7403e76dfa66	tag	7566ec393f4161572ba6f11ad5171fd5d59b0fbd	commit	2018-12-16T15:47:06-08:00	Linux 4.20-rc7	https://github.com/extfuse/linux/releases/tag/v4.20-rc7	https://github.com/extfuse/linux/commit/7566ec393f4161572ba6f11ad5171fd5d59b0fbd
refs/tags/v4.3	d74151c670f51a5d1c7a5aa72dc1f3c0d90fba48	tag	6a13feb9c82803e2b815eca72fa7a9f5561d7861	commit	2015-11-01T16:05:39-08:00	Linux 4.3	https://github.com/extfuse/linux/releases/tag/v4.3	https://github.com/extfuse/linux/commit/6a13feb9c82803e2b815eca72fa7a9f5561d7861
refs/tags/v4.3-rc1	8a49eff98fd60628619a11f5da0fbf21b9bbd7ac	tag	6ff33f3902c3b1c5d0db6b1e2c70b6d76fba357f	commit	2015-09-12T16:36:06-07:00	Linux 4.3-rc1	https://github.com/extfuse/linux/releases/tag/v4.3-rc1	https://github.com/extfuse/linux/commit/6ff33f3902c3b1c5d0db6b1e2c70b6d76fba357f
refs/tags/v4.3-rc2	027ad56d85e0d79cea005497b445c11ef644d46f	tag	1f93e4a96c9109378204c147b3eec0d0e8100fde	commit	2015-09-20T14:32:41-07:00	Linux 4.3-rc2	https://github.com/extfuse/linux/releases/tag/v4.3-rc2	https://github.com/extfuse/linux/commit/1f93e4a96c9109378204c147b3eec0d0e8100fde
refs/tags/v4.3-rc3	89c6defeed8f0b0d61f45d081038f7e1e5023ffb	tag	9ffecb10283508260936b96022d4ee43a7798b4c	commit	2015-09-27T07:50:18-04:00	Linux 4.3-rc3	https://github.com/extfuse/linux/releases/tag/v4.3-rc3	https://github.com/extfuse/linux/commit/9ffecb10283508260936b96022d4ee43a7798b4c
refs/tags/v4.3-rc4	e4ceda2f73b1f6777b283caef4156c4f42a73831	tag	049e6dde7e57f0054fdc49102e7ef4830c698b46	commit	2015-10-04T16:57:27+01:00	Linux 4.3-rc4	https://github.com/extfuse/linux/releases/tag/v4.3-rc4	https://github.com/extfuse/linux/commit/049e6dde7e57f0054fdc49102e7ef4830c698b46
refs/tags/v4.3-rc5	1590f2edcb51267c9a421eb1b124c669d6e2d1f7	tag	25cb62b76430a91cc6195f902e61c2cb84ade622	commit	2015-10-11T11:09:53-07:00	Linux 4.3-rc5	https://github.com/extfuse/linux/releases/tag/v4.3-rc5	https://github.com/extfuse/linux/commit/25cb62b76430a91cc6195f902e61c2cb84ade622
refs/tags/v4.3-rc6	f00790324dc5ed1c74c6308c9e00864b6e162df8	tag	7379047d5585187d1288486d4627873170d0005a	commit	2015-10-18T16:08:51-07:00	Linux 4.3-rc6	https://github.com/extfuse/linux/releases/tag/v4.3-rc6	https://github.com/extfuse/linux/commit/7379047d5585187d1288486d4627873170d0005a
refs/tags/v4.3-rc7	a5e28a33ce5244958f8a0f9e408b7191ed4a3fc1	tag	32b88194f71d6ae7768a29f87fbba454728273ee	commit	2015-10-25T10:39:57+09:00	Linux 4.3-rc7	https://github.com/extfuse/linux/releases/tag/v4.3-rc7	https://github.com/extfuse/linux/commit/32b88194f71d6ae7768a29f87fbba454728273ee
refs/tags/v4.4	b5be40b90dbaa6bd337f3b77de361bfc0723468b	tag	afd2ff9b7e1b367172f18ba7f693dfb62bdcb2dc	commit	2016-01-10T15:01:54-08:00	Linux 4.4	https://github.com/extfuse/linux/releases/tag/v4.4	https://github.com/extfuse/linux/commit/afd2ff9b7e1b367172f18ba7f693dfb62bdcb2dc
refs/tags/v4.4-rc1	02f277aef4de9e9ed5313ff106edc58afc9bef44	tag	8005c49d9aea74d382f474ce11afbbc7d7130bec	commit	2015-11-15T17:00:38-08:00	Linux 4.4-rc1	https://github.com/extfuse/linux/releases/tag/v4.4-rc1	https://github.com/extfuse/linux/commit/8005c49d9aea74d382f474ce11afbbc7d7130bec
refs/tags/v4.4-rc2	28e2369c64672dea3aa687008ad30e7fffbe3e6d	tag	1ec218373b8ebda821aec00bb156a9c94fad9cd4	commit	2015-11-22T16:46:17-08:00	Linux 4.4-rc2	https://github.com/extfuse/linux/releases/tag/v4.4-rc2	https://github.com/extfuse/linux/commit/1ec218373b8ebda821aec00bb156a9c94fad9cd4
refs/tags/v4.4-rc3	5da763dbd025698748c4f98be1f39a65f38a329e	tag	31ade3b83e1821da5fbb2f11b5b3d4ab2ec39db8	commit	2015-11-29T18:58:35-08:00	Linux 4.4-rc3	https://github.com/extfuse/linux/releases/tag/v4.4-rc3	https://github.com/extfuse/linux/commit/31ade3b83e1821da5fbb2f11b5b3d4ab2ec39db8
refs/tags/v4.4-rc4	4b74253c4cd4f47aa99e52a0741a9084279fbd1a	tag	527e9316f8ec44bd53d90fb9f611fa7ffff52bb9	commit	2015-12-06T15:43:22-08:00	Linux 4.4-rc4	https://github.com/extfuse/linux/releases/tag/v4.4-rc4	https://github.com/extfuse/linux/commit/527e9316f8ec44bd53d90fb9f611fa7ffff52bb9
refs/tags/v4.4-rc5	75ac92eafc98c67b69a06e5e9f7847a2ed7fa0c8	tag	9f9499ae8e6415cefc4fe0a96ad0e27864353c89	commit	2015-12-13T17:43:07-08:00	Linux 4.4-rc5	https://github.com/extfuse/linux/releases/tag/v4.4-rc5	https://github.com/extfuse/linux/commit/9f9499ae8e6415cefc4fe0a96ad0e27864353c89
refs/tags/v4.4-rc6	fac30e915cefbb5cb8aeeebfc614828a90b0293b	tag	4ef7675344d687a0ef5b0d7c0cee12da005870c0	commit	2015-12-20T16:06:19-08:00	Linux 4.4-rc6	https://github.com/extfuse/linux/releases/tag/v4.4-rc6	https://github.com/extfuse/linux/commit/4ef7675344d687a0ef5b0d7c0cee12da005870c0
refs/tags/v4.4-rc7	f5fd7e2626260acc3437bc354279fe55ba26498e	tag	74bf8efb5fa6e958d2d7c7917b8bb672085ec0c6	commit	2015-12-27T18:17:55-08:00	Linux 4.4-rc7	https://github.com/extfuse/linux/releases/tag/v4.4-rc7	https://github.com/extfuse/linux/commit/74bf8efb5fa6e958d2d7c7917b8bb672085ec0c6
refs/tags/v4.4-rc8	4df2717f13a5f6b6e9c21cf3676f4863e4a0530e	tag	168309855a7d1e16db751e9c647119fe2d2dc878	commit	2016-01-03T15:15:45-08:00	Linux 4.4-rc8	https://github.com/extfuse/linux/releases/tag/v4.4-rc8	https://github.com/extfuse/linux/commit/168309855a7d1e16db751e9c647119fe2d2dc878
refs/tags/v4.5	0fc80a1fc05dd08762fda6e8efafbb54e88608f4	tag	b562e44f507e863c6792946e4e1b1449fbbac85d	commit	2016-03-13T21:29:05-07:00	Linux 4.5	https://github.com/extfuse/linux/releases/tag/v4.5	https://github.com/extfuse/linux/commit/b562e44f507e863c6792946e4e1b1449fbbac85d
refs/tags/v4.5-rc1	b13adfcdf288a00a7e58556f326ecb56fbb53b92	tag	92e963f50fc74041b5e9e744c330dca48e04f08d	commit	2016-01-24T13:06:57-08:00	Linux 4.5-rc1	https://github.com/extfuse/linux/releases/tag/v4.5-rc1	https://github.com/extfuse/linux/commit/92e963f50fc74041b5e9e744c330dca48e04f08d
refs/tags/v4.5-rc2	aa73385a80d39b9db114d164f9b958660d4d0f7a	tag	36f90b0a2ddd60823fe193a85e60ff1906c2a9b3	commit	2016-01-31T18:12:26-08:00	Linux 4.5-rc2	https://github.com/extfuse/linux/releases/tag/v4.5-rc2	https://github.com/extfuse/linux/commit/36f90b0a2ddd60823fe193a85e60ff1906c2a9b3
refs/tags/v4.5-rc3	2a458cef29af1ce7bb087e72ae2fdbe4c5ecc2dc	tag	388f7b1d6e8ca06762e2454d28d6c3c55ad0fe95	commit	2016-02-07T15:38:38-08:00	Linux 4.5-rc3	https://github.com/extfuse/linux/releases/tag/v4.5-rc3	https://github.com/extfuse/linux/commit/388f7b1d6e8ca06762e2454d28d6c3c55ad0fe95
refs/tags/v4.5-rc4	b726a6ccc1f4d80f1dcdb7ec93c466027dc9f6a8	tag	18558cae0272f8fd9647e69d3fec1565a7949865	commit	2016-02-14T13:05:28-08:00	Linux 4.5-rc4	https://github.com/extfuse/linux/releases/tag/v4.5-rc4	https://github.com/extfuse/linux/commit/18558cae0272f8fd9647e69d3fec1565a7949865
refs/tags/v4.5-rc5	e91f74b3b3c3aa2b9fc7720ff24ca63fefe467b4	tag	81f70ba233d5f660e1ea5fe23260ee323af5d53a	commit	2016-02-20T13:39:42-08:00	Linux 4.5-rc5	https://github.com/extfuse/linux/releases/tag/v4.5-rc5	https://github.com/extfuse/linux/commit/81f70ba233d5f660e1ea5fe23260ee323af5d53a
refs/tags/v4.5-rc6	527cae8caa26632d8355074027a03af92931ce07	tag	fc77dbd34c5c99bce46d40a2491937c3bcbd10af	commit	2016-02-28T08:41:30-08:00	Linux 4.5-rc6	https://github.com/extfuse/linux/releases/tag/v4.5-rc6	https://github.com/extfuse/linux/commit/fc77dbd34c5c99bce46d40a2491937c3bcbd10af
refs/tags/v4.5-rc7	4dbe92d445c77fed92d4bb1b655ea52c61205b78	tag	f6cede5b49e822ebc41a099fe41ab4989f64e2cb	commit	2016-03-06T14:48:20-08:00	Linux 4.5-rc7	https://github.com/extfuse/linux/releases/tag/v4.5-rc7	https://github.com/extfuse/linux/commit/f6cede5b49e822ebc41a099fe41ab4989f64e2cb
refs/tags/v4.6	a902836aade7b56f8dc31f50f9c6ca6d0fa01e45	tag	2dcd0af568b0cf583645c8a317dd12e344b1c72a	commit	2016-05-15T15:43:23-07:00	Linux 4.6	https://github.com/extfuse/linux/releases/tag/v4.6	https://github.com/extfuse/linux/commit/2dcd0af568b0cf583645c8a317dd12e344b1c72a
refs/tags/v4.6-rc1	5c1930df65df4be8312d705037ac9a8a33cc2a31	tag	f55532a0c0b8bb6148f4e07853b876ef73bc69ca	commit	2016-03-26T16:03:44-07:00	Linux 4.6-rc1	https://github.com/extfuse/linux/releases/tag/v4.6-rc1	https://github.com/extfuse/linux/commit/f55532a0c0b8bb6148f4e07853b876ef73bc69ca
refs/tags/v4.6-rc2	66ddb3c4430579382992b5226ebd0f893707c08d	tag	9735a22799b9214d17d3c231fe377fc852f042e9	commit	2016-04-03T09:09:53-05:00	Linux 4.6-rc2	https://github.com/extfuse/linux/releases/tag/v4.6-rc2	https://github.com/extfuse/linux/commit/9735a22799b9214d17d3c231fe377fc852f042e9
refs/tags/v4.6-rc3	2073bfeaa5ffaf82c23112898bfcfff89199a67d	tag	bf16200689118d19de1b8d2a3c314fc21f5dc7bb	commit	2016-04-10T17:58:36-07:00	Linux 4.6-rc3	https://github.com/extfuse/linux/releases/tag/v4.6-rc3	https://github.com/extfuse/linux/commit/bf16200689118d19de1b8d2a3c314fc21f5dc7bb
refs/tags/v4.6-rc4	35c0e46ca81f4d7d67f7b33bb62de42d43c46cb0	tag	c3b46c73264b03000d1e18b22f5caf63332547c9	commit	2016-04-17T19:13:51-07:00	Linux 4.6-rc4	https://github.com/extfuse/linux/releases/tag/v4.6-rc4	https://github.com/extfuse/linux/commit/c3b46c73264b03000d1e18b22f5caf63332547c9
refs/tags/v4.6-rc5	8ef3ad9a813abdf0817acb0b2be30be70bf25a9b	tag	02da2d72174c61988eb4456b53f405e3ebdebce4	commit	2016-04-24T16:17:12-07:00	Linux 4.6-rc5	https://github.com/extfuse/linux/releases/tag/v4.6-rc5	https://github.com/extfuse/linux/commit/02da2d72174c61988eb4456b53f405e3ebdebce4
refs/tags/v4.6-rc6	e23626e59033cf3d43c646c4f3df426dcea5bead	tag	04974df8049fc4240d22759a91e035082ccd18b4	commit	2016-05-01T15:52:42-07:00	Linux 4.6-rc6	https://github.com/extfuse/linux/releases/tag/v4.6-rc6	https://github.com/extfuse/linux/commit/04974df8049fc4240d22759a91e035082ccd18b4
refs/tags/v4.6-rc7	edff27137675622d8e2e6597eb3c7381e6ffb664	tag	44549e8f5eea4e0a41b487b63e616cb089922b99	commit	2016-05-08T14:38:39-07:00	Linux 4.6-rc7	https://github.com/extfuse/linux/releases/tag/v4.6-rc7	https://github.com/extfuse/linux/commit/44549e8f5eea4e0a41b487b63e616cb089922b99
refs/tags/v4.7	5563368c573d2a245d14737b9ff32dcdee4126dc	tag	523d939ef98fd712632d93a5a2b588e477a7565e	commit	2016-07-24T12:24:02-07:00	Linux 4.7	https://github.com/extfuse/linux/releases/tag/v4.7	https://github.com/extfuse/linux/commit/523d939ef98fd712632d93a5a2b588e477a7565e
refs/tags/v4.7-rc1	2fa60a513cc5f5007310895202d1cf708610d2ee	tag	1a695a905c18548062509178b98bc91e67510864	commit	2016-05-29T09:30:01-07:00	Linux 4.7-rc1	https://github.com/extfuse/linux/releases/tag/v4.7-rc1	https://github.com/extfuse/linux/commit/1a695a905c18548062509178b98bc91e67510864
refs/tags/v4.7-rc2	f4b955c0f6674ed5294eef53b3d79801f0bfc466	tag	af8c34ce6ae32addda3788d54a7e340cad22516b	commit	2016-06-05T14:31:36-07:00	Linux 4.7-rc2	https://github.com/extfuse/linux/releases/tag/v4.7-rc2	https://github.com/extfuse/linux/commit/af8c34ce6ae32addda3788d54a7e340cad22516b
refs/tags/v4.7-rc3	a0b42bf4b0397d9cec150ac1d353f028d7b45e60	tag	5edb56491d4812c42175980759da53388e5d86f5	commit	2016-06-12T07:20:46-07:00	Linux 4.7-rc3	https://github.com/extfuse/linux/releases/tag/v4.7-rc3	https://github.com/extfuse/linux/commit/5edb56491d4812c42175980759da53388e5d86f5
refs/tags/v4.7-rc4	4c3cf21c98a95873f3f6a267ee48527d255a84f7	tag	33688abb2802ff3a230bd2441f765477b94cc89e	commit	2016-06-19T21:30:14-07:00	Linux 4.7-rc4	https://github.com/extfuse/linux/releases/tag/v4.7-rc4	https://github.com/extfuse/linux/commit/33688abb2802ff3a230bd2441f765477b94cc89e
refs/tags/v4.7-rc5	284561c2e0216e12c426ea1db27b2a30189e729c	tag	4c2e07c6a29e0129e975727b9f57eede813eea85	commit	2016-06-26T17:52:13-07:00	Linux 4.7-rc5	https://github.com/extfuse/linux/releases/tag/v4.7-rc5	https://github.com/extfuse/linux/commit/4c2e07c6a29e0129e975727b9f57eede813eea85
refs/tags/v4.7-rc6	b659fd7eb2387752f2742c9690b0146cd5188d63	tag	a99cde438de0c4c0cecc1d1af1a55a75b10bfdef	commit	2016-07-03T23:01:09-07:00	Linux 4.7-rc6	https://github.com/extfuse/linux/releases/tag/v4.7-rc6	https://github.com/extfuse/linux/commit/a99cde438de0c4c0cecc1d1af1a55a75b10bfdef
refs/tags/v4.7-rc7	2a8653d68222a365505e2bc7413aa8a340cfc199	tag	92d21ac74a9e3c09b0b01c764e530657e4c85c49	commit	2016-07-10T20:25:09-07:00	Linux 4.7-rc7	https://github.com/extfuse/linux/releases/tag/v4.7-rc7	https://github.com/extfuse/linux/commit/92d21ac74a9e3c09b0b01c764e530657e4c85c49
refs/tags/v4.8	ddf6b1a7de691080a203e6ce1dff4331e1770825	tag	c8d2bc9bc39ebea8437fd974fdbc21847bb897a3	commit	2016-10-02T16:24:40-07:00	Linux 4.8	https://github.com/extfuse/linux/releases/tag/v4.8	https://github.com/extfuse/linux/commit/c8d2bc9bc39ebea8437fd974fdbc21847bb897a3
refs/tags/v4.8-rc1	b7d4dff9dcaabd98371bbc6d4f171bf8712f2724	tag	29b4817d4018df78086157ea3a55c1d9424a7cfc	commit	2016-08-07T18:18:15-07:00	Linux 4.8-rc1	https://github.com/extfuse/linux/releases/tag/v4.8-rc1	https://github.com/extfuse/linux/commit/29b4817d4018df78086157ea3a55c1d9424a7cfc
refs/tags/v4.8-rc2	427b3a97331fba24e493cf2b9ed8c0e9748296f8	tag	694d0d0bb2030d2e36df73e2d23d5770511dbc8d	commit	2016-08-14T19:11:49-07:00	Linux 4.8-rc2	https://github.com/extfuse/linux/releases/tag/v4.8-rc2	https://github.com/extfuse/linux/commit/694d0d0bb2030d2e36df73e2d23d5770511dbc8d
refs/tags/v4.8-rc3	ea79b5025467abc3c0441103b29f89c5ee81f174	tag	fa8410b355251fd30341662a40ac6b22d3e38468	commit	2016-08-21T16:14:19-07:00	Linux 4.8-rc3	https://github.com/extfuse/linux/releases/tag/v4.8-rc3	https://github.com/extfuse/linux/commit/fa8410b355251fd30341662a40ac6b22d3e38468
refs/tags/v4.8-rc4	bc6679d273e0527adc36c295f71360be4feb40b5	tag	3eab887a55424fc2c27553b7bfe32330df83f7b8	commit	2016-08-28T15:04:39-07:00	Linux 4.8-rc4	https://github.com/extfuse/linux/releases/tag/v4.8-rc4	https://github.com/extfuse/linux/commit/3eab887a55424fc2c27553b7bfe32330df83f7b8
refs/tags/v4.8-rc5	d03ec7f4fa91aab68d1744ca8be5be98e2e03b11	tag	c6935931c1894ff857616ff8549b61236a19148f	commit	2016-09-04T14:31:57-07:00	Linux 4.8-rc5	https://github.com/extfuse/linux/releases/tag/v4.8-rc5	https://github.com/extfuse/linux/commit/c6935931c1894ff857616ff8549b61236a19148f
refs/tags/v4.8-rc6	b77977e498a9cf49f86103b34f8f90d8b02bca0f	tag	9395452b4aab7bc2475ef8935b4a4fb99d778d70	commit	2016-09-11T20:02:33-07:00	Linux 4.8-rc6	https://github.com/extfuse/linux/releases/tag/v4.8-rc6	https://github.com/extfuse/linux/commit/9395452b4aab7bc2475ef8935b4a4fb99d778d70
refs/tags/v4.8-rc7	ca855d9962cdcdccbfee79f734dec82d92576d9a	tag	3be7988674ab33565700a37b210f502563d932e6	commit	2016-09-18T17:28:20-07:00	Linux 4.8-rc7	https://github.com/extfuse/linux/releases/tag/v4.8-rc7	https://github.com/extfuse/linux/commit/3be7988674ab33565700a37b210f502563d932e6
refs/tags/v4.8-rc8	3f184b22bf0241b43cc46b16d5ede18ea2a5eef8	tag	08895a8b6b06ed2323cd97a36ee40a116b3db8ed	commit	2016-09-25T18:47:26-07:00	Linux 4.8-rc8	https://github.com/extfuse/linux/releases/tag/v4.8-rc8	https://github.com/extfuse/linux/commit/08895a8b6b06ed2323cd97a36ee40a116b3db8ed
refs/tags/v4.9	b05b1307892247c76ad6dc3f59921736279a347b	tag	69973b830859bc6529a7a0468ba0d80ee5117826	commit	2016-12-11T11:18:02-08:00	Linux 4.9	https://github.com/extfuse/linux/releases/tag/v4.9	https://github.com/extfuse/linux/commit/69973b830859bc6529a7a0468ba0d80ee5117826
refs/tags/v4.9-rc1	27eb48d13e6981d9ada2c74f50a364a4414f73b9	tag	1001354ca34179f3db924eb66672442a173147dc	commit	2016-10-15T12:18:06-07:00	Linux 4.9-rc1	https://github.com/extfuse/linux/releases/tag/v4.9-rc1	https://github.com/extfuse/linux/commit/1001354ca34179f3db924eb66672442a173147dc
refs/tags/v4.9-rc2	f068b3f31cc8acb6e37785d15170dd9e95c7d161	tag	07d9a380680d1c0eb51ef87ff2eab5c994949e69	commit	2016-10-23T17:10:49-07:00	Linux 4.9-rc2	https://github.com/extfuse/linux/releases/tag/v4.9-rc2	https://github.com/extfuse/linux/commit/07d9a380680d1c0eb51ef87ff2eab5c994949e69
refs/tags/v4.9-rc3	44525af32f277001a751a51d59de12c5a733814f	tag	a909d3e636995ba7c349e2ca5dbb528154d4ac30	commit	2016-10-29T13:52:16-07:00	Linux 4.9-rc3	https://github.com/extfuse/linux/releases/tag/v4.9-rc3	https://github.com/extfuse/linux/commit/a909d3e636995ba7c349e2ca5dbb528154d4ac30
refs/tags/v4.9-rc4	f0b8a0182b2f3a7139d8d041e06bc11c1ba6e912	tag	bc33b0ca11e3df467777a4fa7639ba488c9d4911	commit	2016-11-05T16:23:46-07:00	Linux 4.9-rc4	https://github.com/extfuse/linux/releases/tag/v4.9-rc4	https://github.com/extfuse/linux/commit/bc33b0ca11e3df467777a4fa7639ba488c9d4911
refs/tags/v4.9-rc5	9d4d32609e7bb04693ab7bf313cd5856b5298c1f	tag	a25f0944ba9b1d8a6813fd6f1a86f1bd59ac25a6	commit	2016-11-13T10:32:39-08:00	Linux 4.9-rc5	https://github.com/extfuse/linux/releases/tag/v4.9-rc5	https://github.com/extfuse/linux/commit/a25f0944ba9b1d8a6813fd6f1a86f1bd59ac25a6
